,prognosis,symptoms,diagnosis
285,Dimorphic Hemmorhoids (piles),"constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus",
286,Dimorphic Hemmorhoids (piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus",
287,Dimorphic Hemmorhoids (piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool",
290,Heart Attack,"vomiting,breathlessness,sweating,chest_pain",
292,Heart Attack,"breathlessness,sweating,chest_pain",
293,Heart Attack,"vomiting,sweating,chest_pain",
294,Heart Attack,"vomiting,breathlessness,chest_pain",
295,Heart Attack,"vomiting,breathlessness,sweating",
300,Varicose Veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",
302,Varicose Veins,"cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",
303,Varicose Veins,"fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",
304,Varicose Veins,"fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",
305,Varicose Veins,"fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",
306,Varicose Veins,"fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf",
307,Varicose Veins,"fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf",
308,Varicose Veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels",
310,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",
312,Hypothyroidism,"weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",
314,Hypothyroidism,"fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",
315,Hypothyroidism,"fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",
316,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",
317,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",
318,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",
319,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",
320,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",
322,Hyperthyroidism,"mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",
323,Hyperthyroidism,"fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",
324,Hyperthyroidism,"fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",
325,Hyperthyroidism,"fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",
326,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",
327,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",
328,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",
329,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation",
330,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations",
331,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",
333,Hypoglycemia,"fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",
334,Hypoglycemia,"vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",
335,Hypoglycemia,"vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",
336,Hypoglycemia,"vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",
337,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",
338,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",
339,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",
340,Osteoarthritis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking",
342,Osteoarthritis,"neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking",
343,Osteoarthritis,"joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking",
344,Osteoarthritis,"joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking",
345,Osteoarthritis,"joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking",
346,Osteoarthritis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking",
347,Osteoarthritis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints",
350,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",
352,Arthritis,"stiff_neck,swelling_joints,movement_stiffness,painful_walking",
353,Arthritis,"muscle_weakness,swelling_joints,movement_stiffness,painful_walking",
354,Arthritis,"muscle_weakness,stiff_neck,movement_stiffness,painful_walking",
355,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,painful_walking",
357,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness",
360,Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness",
362,Vertigo,"headache,nausea,spinning_movements,loss_of_balance,unsteadiness",
363,Vertigo,"vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness",
364,Vertigo,"vomiting,headache,spinning_movements,loss_of_balance,unsteadiness",
365,Vertigo,"vomiting,headache,nausea,loss_of_balance,unsteadiness",
366,Vertigo,"vomiting,headache,nausea,spinning_movements,unsteadiness",
367,Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance",
370,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring",
372,Acne,"pus_filled_pimples,blackheads,scurring",
373,Acne,"skin_rash,blackheads,scurring",
374,Acne,"skin_rash,pus_filled_pimples,scurring",
375,Acne,"skin_rash,pus_filled_pimples,blackheads",
380,Urinary Tract Infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine",
382,Urinary Tract Infection,"bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine",
383,Urinary Tract Infection,"burning_micturition,foul_smell_of urine,continuous_feel_of_urine",
384,Urinary Tract Infection,"burning_micturition,bladder_discomfort,continuous_feel_of_urine",
385,Urinary Tract Infection,"burning_micturition,bladder_discomfort,foul_smell_of urine",
390,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails",
392,Psoriasis,"joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails",
393,Psoriasis,"skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails",
394,Psoriasis,"skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails",
395,Psoriasis,"skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails",
396,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails",
397,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails",
400,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",
402,Impetigo,"high_fever,blister,red_sore_around_nose,yellow_crust_ooze",
403,Impetigo,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze",
405,Impetigo,"skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze",
406,Impetigo,"skin_rash,high_fever,blister,yellow_crust_ooze",
407,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose",
4961,,"Belly button that sticks out,Bulge in the groin or scrotum,Delayed sexual maturity,Delayed teeth,Downward palpebral slant to eyes ,Hairline with a ""widow's peak"",Mildly sunken chest (pectus excavatum),Mild to moderate cognitive problems,Mild to moderate short height,Poorly developed middle section of the face,Short fingers and toes with mild webbing,Single crease in the palm of the hand,Small nose with nostrils tipped forward,Testicles that have not come down (undescended),Top portion of the ear folded over slightly,Wide-set eyes with droopy eyelids",Fungal Infection
4962,,"Wide-set eyes with droopy eyelids,Absent or small knuckles,Cleft palate,Deformed ears,Inability to fully extend the joints from birth,Narrow shoulders,Pale skin,Triple-jointed thumbs",Fungal Infection
4963,,"Pain in the abdomen,Fainting/Drowsiness,Clammy skin,Nausea and vomiting,Rapid heart rate,Shock",Fungal Infection
4964,,"Bleeding or spotting from the vagina between periods,Periods that occur less than 28 days apart (more common) or more than 35 days apart,Time between periods changes each month,Heavier bleeding,Bleeding that lasts for more days than normal or for more than 7 days,Tenderness and dryness of the vagina,Hot flashes,Mood swings",Fungal Infection
4965,,"Fainting/Drowsiness,Clammy skin,Nausea and vomiting,Shallow breathing,Slow and labored breathing,Stopped breathing or respiratory arrest,Very small pupils,Low blood pressure,Coma (lack of responsiveness),Convulsions (seizures),Stupor (lack of alertness),Bluish skin(fingernails and lips),Spasms of the stomach and intestines,Liver failure,Kidney failure,Excessive sweating",Fungal Infection
4966,,"Pain in the abdomen,Fainting/Drowsiness,Nausea and vomiting,Low blood pressure,Coma (lack of responsiveness),Stupor (lack of alertness),Person may have a fruity odor,Sweet taste in mouth,Feeling of drunkenness,Lack of coordination,Difficulty breathing,Increased need to urinate",Fungal Infection
4967,,"Backflow (regurgitation) of food,Chest pain, which may increase after eating, or may be felt as pain in the back, neck, and arms,Cough,Difficulty swallowing liquids and solids,Heartburn,Unintentional weight loss",Fungal Infection
4968,,"Very short trunk, arms, legs, and neck,Head appears large in relation to the trunk,Small lower jaw,Narrow chest",Fungal Infection
4969,,"Unusually large head,Large forehead and flat bridge of the nose,Crowded or crooked teeth,Short stature (well below the average height for a person of the same age and sex),Average size trunk with short arms and legs (especially the upper arms and thighs),Bowed legs,Limited range of motion of the elbows,Spine curvatures called kyphosis and lordosis,Short fingers with an extra space between the ring and middle finger (trident hand),Decreased muscle tone in infants",Fungal Infection
4970,,"Pain in the abdomen,Nausea and vomiting,Shock,Kidney failure,Difficulty breathing,Loss of vision,Severe pain in the throat,Severe pain or burning in the nose, eyes, ears, lips, or tongue,Decreased urine output,Blood in the stool,Burns of the food pipe (esophagus),Vomiting blood,Irregular heart beat,Throat swelling,Holes in the skin or tissues under the skin",Fungal Infection
4971,,"Confusion,Fatigue(Feeling Tired),Lethargy,Shortness of breath,Sleepiness",Allergy
4972,,"Crusting of skin bumps,Cysts,Papules (small red bumps),Pustules (small red bumps containing white or yellow pus),Redness around the skin eruptions,Scarring of the skin,Blackheads",Allergy
4973,,"Fainting/Drowsiness,Abnormal feeling of movement,Hearing loss,Ringing (tinnitus) in the affected ear,Difficulty understanding speech,Headache,Loss of balance,Numbness in the face or one ear,Pain in the face or one ear,Weakness of the face or facial asymmetry",Allergy
4974,,"Frequent middle ear infections,Growth problems, short arms and legs,Hearing problems,Intellectual disability,The body doesn't respond to certain hormones, even though hormone levels are normal,Distinct facial features",Allergy
4975,,"Blood in the stool,Fatigue(Feeling Tired),Headache,Body odor,Carpal tunnel syndrome,weakness,Decreased peripheral vision,gaps between the teeth,Enlarged tongue,Excessive height,Excessive sweating,Heart enlargement, which can cause fainting or shortness of breath,Hoarseness,Jaw pain,Joint pain,Large bones of the face, large jaw and tongue, widely spaced teeth,Large feet (change in shoe size), large hands (change in ring or glove size),Large glands in the skin (sebaceous glands) causing oily skin, thickening of the skin, skin tags (growths),Sleep apnea",Allergy
4976,,"Pain in the abdomen,Fainting/Drowsiness,Nausea and vomiting,Rapid heart rate,Low blood pressure,Confusion,Fatigue(Feeling Tired),Headache,Dehydration,fever,Loss of appetite,Low blood sugar,Rapid respiratory rate,Slow, sluggish movement,Unusual and excessive sweating on face or palms",Allergy
4977,,"Pain in the abdomen,Decreased urine output,Back pain,Blood in the urine,pain in the side",Allergy
4978,,"Fatigue(Feeling Tired),Chest discomfort,Cough that produces mucus -- the mucus may be clear or yellow-green,Fever-- usually low-grade,Shortness of breath that gets worse with activity,Wheezing",Allergy
4979,,"Clumsy speech pattern (dysarthria),Repetitive eye movements (nystagmus),Uncoordinated eye movements,Walking problems (unsteady gait) that can lead to falls,Difficulty controlling arm movements",Allergy
4980,,"Nausea and vomiting,Fever-- usually low-grade,Sharp, cramping, or dull pain,Steady pain,Pain that spreads to your back or below your right shoulder blade,Clay-colored stools,Yellowing of skin and whites of the eyes (jaundice)",Allergy
4981,,"Nausea and vomiting,Shortness of breath,Excessive sweating,Pain in the shoulder, arm, neck, jaw, back, or belly area,Discomfort that feels like tightness, squeezing, crushing, burning, choking, or aching,Discomfort that occurs at rest and does not easily go away when you take medicine,Anxiety,Feeling dizzy or lightheaded,Fast or irregular heartbeat",GERD
4982,,"Weakness of the face or facial asymmetry,Drooping eyelids,Difficulty moving the eyes,Slurred speech or difficulty swallowing,Stiffness in the neck,Pain in the arms or legs,Inability to pass urine,Respiratory failure, when muscles involved in breathing become weak,Serious nervous system problems, which may lead to death",GERD
4983,,"Nausea and vomiting,Convulsions (seizures),Blood in the stool,Fatigue(Feeling Tired),Shortness of breath,Loss of appetite,Breath odor and metallic taste in the mouth,Changes in mental status or mood,Decreased sensation, especially in the hands or feet,Flank pain(between the ribs and hips),Hand tremor,Heart murmur,High blood pressure,Nosebleeds,Persistent hiccups,Prolonged bleeding,Swelling due to the body keeping in fluid (may be seen in the legs, ankles, and feet),Urination changes, such as little or no urine, excessive urination at night, or urination that stops completely,Easy bruising and bleeding",GERD
4984,,"weakness,Loss of appetite,Fever-- usually low-grade,Bone and joint pain,Easy bruising and bleeding,Paleness,Pain or feeling of fullness below the ribs from an enlarged liver or spleen,Pinpoint red spots on the skin,Swollen lymph nodes in the neck, under arms, and groin,Night sweats",GERD
4985,,"Fainting/Drowsiness,Nausea and vomiting,Bluish skin(fingernails and lips),Cough,Confusion,Fatigue(Feeling Tired),Shortness of breath,Headache,Loss of appetite,Difficulty sleeping,Chest tightness or congestion,Inability to walk in a straight line, or walk at all",GERD
4986,,"Pale skin,Unintentional weight loss,Fatigue(Feeling Tired),Shortness of breath,Fever-- usually low-grade,Nosebleeds,Easy bruising and bleeding,Bleeding and swelling (rare) in the gums,Bone pain or tenderness,Heavy menstrual periods",GERD
4987,,"Decreased urine output,Blood in the urine,High blood pressure,Swelling of the face,Swelling of eye,Swelling of legs,Swelling of arms,Swelling of hands,Swelling of feet,Swelling of abdomen",GERD
4988,,"Clay-colored stools,Yellowing of skin and whites of the eyes (jaundice),Persistent hiccups,Swelling of abdomen,Bloating or abdominal gas,Indigestion",GERD
4989,,"Low blood pressure,Shortness of breath,Rapid respiratory rate,Fast or irregular heartbeat",GERD
4990,,"Nausea and vomiting,Coma (lack of responsiveness),Decreased urine output,general swelling",GERD
4991,,"Pain in the abdomen,Fainting/Drowsiness,Nausea and vomiting,Low blood pressure,Fatigue(Feeling Tired),Dehydration,Loss of appetite,Low blood sugar,Fever-- usually low-grade,diarrhea,Darkening of the skin,Salt craving",Chronic Cholestasis
4992,,"heavy menstrual bleeding,Painful menstrual periods,Pelvic pain during intercourse",Chronic Cholestasis
4993,,"Pain in the abdomen,Nausea and vomiting,Swelling of abdomen,Constipation,No longer being able to pass gas",Chronic Cholestasis
